timestamp,temperature,vibration,pressure,rpm,failure_risk,health_index,RUL
2026-01-30 10:24:17.412039,67.9,0.472,29.33,1457,0,0.5150000000000002,48.49999999999998
2026-01-30 10:24:19.429344,64.98,0.486,31.83,1574,0,0.3923333333333335,60.76666666666666
2026-01-30 10:24:21.442180,63.8,0.566,28.74,1511,0,0.46666666666666645,53.33333333333336
2026-01-30 10:24:23.464010,63.03,0.545,29.92,1424,0,0.3931666666666668,60.68333333333332
2026-01-30 10:24:25.475435,65.01,0.53,28.59,1552,0,0.46716666666666695,53.2833333333333
2026-01-30 10:24:27.478065,67.15,0.512,30.81,1468,0,0.5441666666666669,45.58333333333331
2026-01-30 10:24:29.493861,67.56,0.438,34.6,1511,0,0.4413333333333334,55.86666666666667
2026-01-30 10:24:31.503347,66.28,0.571,32.1,1496,0,0.599,40.1
2026-01-30 10:24:33.516747,65.48,0.469,28.8,1503,0,0.3890000000000001,61.09999999999999
2026-01-30 10:24:35.533629,63.25,0.445,28.94,1450,0,0.2375,76.25
2026-01-30 10:24:37.537426,63.97,0.572,29.49,1502,0,0.4851666666666665,51.48333333333335
2026-01-30 10:24:39.555113,63.71,0.459,31.57,1454,0,0.2838333333333334,71.61666666666666
2026-01-30 10:24:41.566833,64.67,0.584,29.36,1515,0,0.5401666666666667,45.983333333333334
2026-01-30 10:24:43.575031,65.23,0.456,30.89,1519,0,0.3548333333333335,64.51666666666665
2026-01-30 10:24:45.591401,64.86,0.447,31.82,1535,0,0.32133333333333325,67.86666666666667
2026-01-30 10:24:47.597316,61.48,0.434,29.81,1571,0,0.1306666666666665,86.93333333333335
2026-01-30 10:24:49.613516,81.13,1.663,37.68,1536,1,3.1614999999999998,0.0
2026-01-30 10:24:51.629811,64.82,0.478,33.54,1444,0,0.3709999999999996,62.90000000000005
2026-01-30 10:24:53.638322,64.05,0.555,29.18,1481,0,0.46083333333333326,53.91666666666668
2026-01-30 10:24:55.647203,67.38,0.492,31.93,1512,0,0.5223333333333331,47.766666666666694
2026-01-30 10:24:57.661190,64.82,0.466,28.37,1544,0,0.35099999999999965,64.90000000000003
2026-01-30 10:24:59.666926,66.61,0.435,30.72,1469,0,0.38883333333333325,61.116666666666674
2026-01-30 10:25:01.679253,66.28,0.532,29.53,1475,0,0.534,46.599999999999994
2026-01-30 10:25:03.682330,63.68,0.486,29.58,1564,0,0.32733333333333325,67.26666666666668
